HBVland			
date	Prec.	Temp	Qobs
19810101	0	-1	0.002
19810102	0	-3.6	0.005
19810103	0.2	-8	0.005
19810104	0.1	-10.3	0.005
19810105	0	-15	0.005
19810106	0	-17.6	0.004
19810107	0	-12.8	0.004
19810108	1.2	-4.7	0.004
19810109	1.7	3	0.018
19810110	0	-3.4	0.04
19810111	0	-5.1	0.034
19810112	1.1	1.3	0.035
19810113	0	-4.8	0.041
19810114	11.3	-5.1	0.041
19810115	4.4	-1.2	0.04
19810116	1.4	-4.1	0.038
19810117	1.3	-6.2	0.037
19810118	0.2	-10.2	0.036
19810119	0	-12.3	0.035
19810120	0	-17.7	0.034
19810121	1.7	-7.1	0.033
19810122	1.3	0.1	0.074
19810123	0	-2	0.139
19810124	0	2.8	0.229
19810125	1	-0.2	0.418
19810126	0	-4.7	0.405
19810127	0	-3.2	0.346
19810128	0	-2.2	0.29
19810129	0.2	0.7	0.241
19810130	0	3.2	0.204
19810131	0.1	4	0.184
19810201	0	5.4	0.177
19810202	0	4	0.172
19810203	0	0.6	0.167
19810204	4.4	-0.9	0.199
19810205	0	-3.3	0.25
19810206	7.7	-3.5	0.221
19810207	3.5	-0.2	0.272
19810208	0.2	1	0.414
19810209	0	-2.2	0.436
19810210	0	-8.6	0.385
19810211	0	-3.8	0.332
19810212	0.7	-3.2	0.29
19810213	1.1	-4.6	0.269
19810214	0.5	-4	0.26
19810215	0	-5.1	0.252
19810216	0	-4.4	0.245
19810217	0	-2.4	0.237
19810218	1	-2.9	0.23
19810219	0.1	-5.1	0.223
19810220	1.1	-7.3	0.217
19810221	1.7	-10.1	0.21
19810222	0	-13.1	0.204
19810223	0.7	-9.2	0.198
19810224	3.6	-2.4	0.192
19810225	0	-1.2	0.186
19810226	1.5	-4.7	0.181
19810227	0.1	-5.6	0.175
19810228	0	-7.5	0.17
19810301	0	-3.8	0.165
19810302	0	-2.8	0.16
19810303	0	-5.2	0.155
19810304	1.4	-8.9	0.15
19810305	10.2	-9	0.146
19810306	8	-9.6	0.141
19810307	11.7	-3.6	0.137
19810308	7.2	0.7	0.286
19810309	0.7	3.2	0.889
19810310	0	0.3	1.565
19810311	0	-4.8	1.668
19810312	3.1	-5.7	1.531
19810313	3.3	-2	1.384
19810314	0.1	-10.5	1.249
19810315	0	-9.6	1.126
19810316	0	-8.8	1.013
19810317	0	-6.1	0.91
19810318	0.8	-4.4	0.816
19810319	9.4	-0.1	0.954
19810320	0	-5.2	1.283
19810321	9.2	-5.5	1.217
19810322	0.6	5.5	1.263
19810323	0	4.4	1.452
19810324	4.9	1.1	1.444
19810325	0.8	1.5	1.488
19810326	0	1.1	1.401
19810327	0	-1	1.276
19810328	0	-1.3	1.158
19810329	0	1.3	1.05
19810330	0	1.1	0.951
19810331	0	3.3	0.861
19810401	0	2.9	0.778
19810402	0	3.2	0.702
19810403	0	4.8	0.633
19810404	0	4.4	0.57
19810405	0	4.6	0.512
19810406	0	7.7	0.469
19810407	0	6.2	0.45
19810408	0	4.3	0.437
19810409	0	6.7	0.424
19810410	0	6.6	0.411
19810411	0	7.8	0.399
19810412	0	8.2	0.387
19810413	0	5.8	0.375
19810414	0.1	7.6	0.364
19810415	2.5	4.6	0.373
19810416	0	2.4	0.389
19810417	0	3	0.368
19810418	0.4	4	0.357
19810419	0	4.5	0.349
19810420	0	6.4	0.339
19810421	0	0.6	0.329
19810422	0.9	-1.7	0.319
19810423	0.3	-1.5	0.31
19810424	0	0.9	0.304
19810425	0	2.3	0.302
19810426	0	3.1	0.294
19810427	5	3.3	0.324
19810428	0	1.8	0.376
19810429	4.2	2.7	0.381
19810430	25.3	1.2	0.7
19810501	20.6	0.3	1.533
19810502	1.1	0.6	2.07
19810503	0	0.9	1.865
19810504	0	2.5	1.684
19810505	0	5.1	1.533
19810506	0	8.2	1.394
19810507	0	9.2	1.267
19810508	0	10.6	1.151
19810509	0	12.3	1.044
19810510	0	15.2	0.946
19810511	0	14.7	0.857
19810512	0	12.2	0.775
19810513	0	10.9	0.7
19810514	0	12.5	0.631
19810515	0	13.4	0.568
19810516	0	13.2	0.512
19810517	0	13.6	0.473
19810518	0	15.4	0.456
19810519	0	16.8	0.442
19810520	0	15	0.429
19810521	0	18.1	0.416
19810522	0	18.3	0.404
19810523	0	18	0.392
19810524	0.5	18.1	0.381
19810525	5.5	12.6	0.382
19810526	0	14.2	0.388
19810527	12.4	10.6	0.415
19810528	0	11.3	0.465
19810529	0.2	13.5	0.429
19810530	0	13.4	0.398
19810531	0	15.4	0.384
19810601	0	17	0.373
19810602	0	16.7	0.361
19810603	0.6	16.2	0.351
19810604	0	14.7	0.342
19810605	0	14.5	0.332
19810606	0	15.1	0.322
19810607	4.1	12.3	0.316
19810608	0	13.3	0.312
19810609	1.6	16.9	0.305
19810610	1	14.3	0.299
19810611	0.4	12.8	0.292
19810612	37.7	7	0.38
19810613	0	9.4	0.534
19810614	0	10.5	0.498
19810615	0.8	12.7	0.441
19810616	0.7	12.3	0.395
19810617	0	13.6	0.359
19810618	0	11.8	0.339
19810619	0	12.3	0.328
19810620	0	12.3	0.318
19810621	3.2	12.2	0.312
19810622	0	13.8	0.309
19810623	0	15.8	0.3
19810624	5.9	14.4	0.297
19810625	24.4	12.3	0.368
19810626	17.2	11.4	0.557
19810627	0	13.5	0.666
19810628	5.7	15.1	0.643
19810629	1.3	14	0.635
19810630	20.8	10.4	0.705
19810701	5	12.3	0.892
19810702	0	14.7	0.896
19810703	14.4	14.2	0.916
19810704	0.1	15	1.014
19810705	0.1	15.7	0.945
19810706	0.5	16.2	0.859
19810707	0	16.7	0.782
19810708	0	18.9	0.707
19810709	0	20.2	0.637
19810710	0	19.3	0.573
19810711	0	20.2	0.515
19810712	1.6	20.1	0.473
19810713	2.1	17.2	0.459
19810714	1	15.2	0.453
19810715	0.2	13.2	0.443
19810716	6	14.1	0.44
19810717	29.7	13.2	0.574
19810718	8.4	14.2	0.837
19810719	0.3	15.1	0.892
19810720	0	16.8	0.824
19810721	1.4	15.8	0.755
19810722	0	16.5	0.698
19810723	0	17.2	0.633
19810724	0.4	16.6	0.574
19810725	1.1	17.7	0.527
19810726	0	18.2	0.499
19810727	0	16.5	0.482
19810728	0	17	0.468
19810729	1	16.3	0.455
19810730	0.2	16.5	0.444
19810731	0	19.7	0.432
19810801	0	16	0.419
19810802	1	14.8	0.407
19810803	0.1	15.1	0.397
19810804	0	17.5	0.386
19810805	0	18.4	0.374
19810806	0	19.3	0.363
19810807	12.6	17.3	0.373
19810808	0	15.5	0.391
19810809	0	15.1	0.369
19810810	2.2	16.4	0.357
19810811	0.4	18.4	0.351
19810812	0	19.6	0.342
19810813	0.1	19.8	0.332
19810814	0	18.6	0.322
19810815	0	17.8	0.312
19810816	79.5	12.6	0.647
19810817	9.1	11.6	1.324
19810818	2.8	12	1.449
19810819	0.3	15	1.38
19810820	0	12.9	1.262
19810821	4.5	12.9	1.179
19810822	4.9	12.6	1.174
19810823	0	13.1	1.146
19810824	0.1	11.1	1.049
19810825	0.4	11.8	0.954
19810826	5.5	11.7	0.91
19810827	0	11.3	0.901
19810828	0.1	12.5	0.826
19810829	0	9.7	0.748
19810830	0	12.1	0.675
19810831	0	9.1	0.608
19810901	0	12.3	0.547
19810902	0	11	0.495
19810903	0	12.4	0.463
19810904	0	11.9	0.447
19810905	0	13.7	0.434
19810906	0	15.2	0.421
19810907	0	10.3	0.408
19810908	0	14.2	0.396
19810909	0	14.2	0.384
19810910	0	13.3	0.372
19810911	0	11.5	0.361
19810912	0	11.3	0.35
19810913	0	8.5	0.34
19810914	0	6.7	0.33
19810915	0	8.1	0.32
19810916	0	5.9	0.31
19810917	0	5.1	0.301
19810918	0	6	0.292
19810919	0	8.2	0.283
19810920	10.4	7.8	0.308
19810921	2.9	9.2	0.363
19810922	1.9	11.8	0.359
19810923	0	12.1	0.337
19810924	0	10.7	0.314
19810925	0.2	11.9	0.304
19810926	0	12.1	0.295
19810927	0.2	11.7	0.287
19810928	0.4	14	0.279
19810929	4.9	14.4	0.283
19810930	0	11.3	0.291
19811001	0	12.4	0.281
19811002	0	12	0.272
19811003	2	11.7	0.267
19811004	5.4	10.8	0.278
19811005	0	10.3	0.291
19811006	0	7.8	0.278
19811007	6.1	8.3	0.286
19811008	1.5	7.9	0.307
19811009	0.1	7.1	0.294
19811010	17.8	9.7	0.374
19811011	0	7.3	0.517
19811012	8.6	6.5	0.538
19811013	5.2	5.7	0.622
19811014	0.1	5.3	0.64
19811015	0	4.3	0.582
19811016	0.9	2.3	0.524
19811017	0	3.6	0.478
19811018	0	0	0.425
19811019	12.3	0.6	0.473
19811020	15	6.1	0.743
19811021	0.7	4.8	0.963
19811022	0	2.3	0.919
19811023	3.3	1.3	0.866
19811024	0	2	0.846
19811025	0.4	-0.7	0.777
19811026	1.6	1	0.726
19811027	0	3.8	0.688
19811028	20.5	3.9	0.856
19811029	3.5	4.3	1.257
19811030	2.5	4.2	1.317
19811031	7.7	2.8	1.372
19811101	0	0.8	1.45
19811102	10.3	0.5	1.492
19811103	1.1	-3.2	1.633
19811104	1.7	3.7	1.565
19811105	0.8	3.2	1.513
19811106	0	1.4	1.414
19811107	0	0.2	1.294
19811108	0	-1.3	1.182
19811109	0	-1.3	1.079
19811110	0.5	1.6	0.992
19811111	8.7	3.5	1.048
19811112	0.1	-1.2	1.204
19811113	0	-1.4	1.132
19811114	0.1	-0.7	1.037
19811115	0	-3.6	0.952
19811116	0.8	-1.1	0.87
19811117	3.3	0.6	0.854
19811118	17.9	2.6	1.187
19811119	0.2	1.3	1.658
19811120	15.4	1.1	2.001
19811121	0.9	3.1	2.483
19811122	4.1	-0.2	2.27
19811123	13.8	-0.1	3.018
19811124	14.7	2.3	4.965
19811125	0.4	-2.6	5.708
19811126	0	-6.4	4.339
19811127	12.6	-7.3	3.099
19811128	1.8	0.4	2.814
19811129	0	0.1	3.422
19811130	8.4	-1	3.107
19811201	0.9	-2.2	2.394
19811202	0.2	-4.7	2.051
19811203	1.3	2.2	2.152
19811204	0	0.1	2.414
19811205	0	-5	2.11
19811206	0	-12.2	1.915
19811207	11.5	-12.3	1.758
19811208	5	-4.1	1.614
19811209	2.9	-5.7	1.481
19811210	0	-10.7	1.359
19811211	2.3	-9.7	1.247
19811212	0.3	-9.5	1.145
19811213	0	-17.1	1.05
19811214	0	-18.8	0.963
19811215	0	-11.6	0.883
19811216	0	-16.1	0.81
19811217	0	-19.5	0.742
19811218	0	-11.8	0.683
19811219	0	-15.3	0.643
19811220	1.9	-11.2	0.621
19811221	4.3	-6.4	0.603
19811222	0.7	-3.4	0.585
19811223	0	-2.7	0.567
19811224	11.6	-4.5	0.55
19811225	4.9	-8.9	0.534
19811226	1	-11.4	0.518
19811227	5.4	-7.6	0.502
19811228	0.8	-9.2	0.487
19811229	1.5	-7.6	0.472
19811230	8.5	-2	0.458
19811231	0.5	-1.3	0.445
19820101	3.8	-4.4	0.431
19820102	3.1	-10.3	0.418
19820103	5.9	-9.2	0.406
19820104	0.3	-19.2	0.394
19820105	0.6	-14.8	0.382
19820106	0.4	-15	0.37
19820107	0.4	-17.7	0.359
19820108	0	-21.1	0.348
19820109	0	-17.3	0.338
19820110	0	-8.3	0.328
19820111	0	-7.6	0.318
19820112	0	-12.2	0.308
19820113	0	-9.2	0.299
19820114	0	0.1	0.29
19820115	0	-1.7	0.282
19820116	0	-5.2	0.273
19820117	0	-4.9	0.265
19820118	0	-10.4	0.257
19820119	0.3	-10.4	0.249
19820120	0	-11.6	0.242
19820121	0.4	-14.4	0.234
19820122	2.6	-7.8	0.227
19820123	0.1	-3.6	0.221
19820124	0	-14.4	0.214
19820125	4.7	-4.6	0.208
19820126	5.5	-4.3	0.201
19820127	0.9	-9.3	0.195
19820128	2.4	-13.7	0.189
19820129	1.1	-2.3	0.184
19820130	6.3	-5.5	0.178
19820131	0	-11.7	0.173
19820201	0	-15.2	0.168
19820202	0	-2.8	0.163
19820203	0	-2.3	0.158
19820204	0	-7.4	0.153
19820205	0	-9.8	0.148
19820206	16	-8	0.144
19820207	5.2	-5.4	0.14
19820208	0	-6.5	0.136
19820209	2.8	-3.5	0.131
19820210	0.6	1.3	0.184
19820211	0.2	1.3	0.551
19820212	1.7	1.8	1.743
19820213	0	1.2	3.73
19820214	0	-0.6	4.76
19820215	0	-1.5	3.876
19820216	0	-6.7	2.713
19820217	0	-4.9	1.959
19820218	0	-5.7	1.668
19820219	0	-9.7	1.504
19820220	0	-8.1	1.362
19820221	0	-9.4	1.232
19820222	0	-10.2	1.114
19820223	0	-7.5	1.005
19820224	0	-3.6	0.905
19820225	0	0	0.814
19820226	0.2	-2.2	0.731
19820227	0	-2.4	0.655
19820228	1.4	-2.7	0.586
19820301	4.3	1.8	0.948
19820302	0	2.7	3.071
19820303	14.7	0	6.878
19820304	2.1	-0.8	8.749
19820305	0	-3.3	7.163
19820306	0	-5.1	5.155
19820307	0	0.8	4.348
19820308	0	-2.5	4.399
19820309	0	-3.7	3.278
19820310	3.2	-0.3	2.833
19820311	9.1	0.5	4.182
19820312	2.2	0.9	5.525
19820313	3.6	0.1	4.884
19820314	1.7	0.8	4.237
19820315	0.7	1.6	3.408
19820316	3.1	3	2.812
19820317	5.5	1.6	2.946
19820318	4.1	0.9	3.355
19820319	0	0.7	3.132
19820320	2.2	0.1	2.476
19820321	0	0.2	2.202
19820322	0	-0.1	1.952
19820323	0	1.5	1.778
19820324	0	3.7	1.627
19820325	0	6	1.489
19820326	0	6.4	1.363
19820327	0	4.9	1.246
19820328	0	1.7	1.139
19820329	0	0.4	1.041
19820330	0	1.4	0.951
19820331	0	6.2	0.868
19820401	0	6.6	0.793
19820402	0	3	0.723
19820403	0	4.8	0.659
19820404	0	5.3	0.607
19820405	1	1.9	0.583
19820406	0	4.7	0.579
19820407	12.1	6.4	0.78
19820408	18.5	0.1	1.581
19820409	1.4	-1.1	2.252
19820410	2.5	-0.4	2.109
19820411	0	-1.7	2.052
19820412	3.5	-1.7	1.899
19820413	0.8	0.6	1.812
19820414	0	1.7	1.795
19820415	0	4.5	1.664
19820416	0.2	6.5	1.529
19820417	0	6.4	1.409
19820418	0	5.7	1.293
19820419	0.8	4.9	1.199
19820420	0	4.5	1.125
19820421	0	3.7	1.034
19820422	0	5.9	0.947
19820423	0	7.5	0.867
19820424	0	8.3	0.793
19820425	0	8.8	0.726
19820426	0	6.2	0.666
19820427	1.8	8.5	0.637
19820428	6.9	6	0.73
19820429	7.7	3.2	0.971
19820430	6	5.3	1.214
19820501	1.5	5.8	1.332
19820502	2.7	5.4	1.325
19820503	4.7	4.8	1.365
19820504	2.8	5.6	1.432
19820505	1.6	7.6	1.431
19820506	0	9	1.368
19820507	7.7	7.7	1.367
19820508	0.3	7.6	1.46
19820509	0.9	8.7	1.387
19820510	0	7.1	1.297
19820511	0.5	8	1.2
19820512	0	10.9	1.114
19820513	0	10.7	1.024
19820514	0	9.8	0.94
19820515	0	11.8	0.862
19820516	0	11.5	0.791
19820517	1.9	14.2	0.744
19820518	0	8.2	0.717
19820519	1.8	6.8	0.678
19820520	0.5	6.4	0.663
19820521	0.2	7.6	0.646
19820522	0	10.2	0.628
19820523	5.8	9.2	0.645
19820524	3.2	9.9	0.707
19820525	0	12.7	0.707
19820526	0	14.8	0.656
19820527	1.5	14.6	0.62
19820528	0	14.2	0.607
19820529	0	14.2	0.589
19820530	0	17	0.572
19820531	0	19.8	0.555
19820601	0	19.4	0.538
19820602	0	20.1	0.522
19820603	0	20.7	0.506
19820604	0.5	22.1	0.492
19820605	2.1	21.3	0.48
19820606	0	12.8	0.471
19820607	0	11.9	0.457
19820608	0	11.5	0.443
19820609	1.8	7.6	0.432
19820610	0	8.7	0.422
19820611	1.3	9.4	0.411
19820612	0	8.7	0.401
19820613	0	6.8	0.389
19820614	0	7.6	0.377
19820615	0	9.2	0.366
19820616	0	10.4	0.355
19820617	0	10.7	0.344
19820618	0	12.7	0.334
19820619	0	14.7	0.324
19820620	7.1	12.1	0.319
19820621	3.4	9.4	0.321
19820622	0	11	0.317
19820623	0	13.4	0.308
19820624	0	13.2	0.299
19820625	0	13.9	0.29
19820626	0	15.1	0.281
19820627	0	14.2	0.273
19820628	0	15.4	0.264
19820629	7.6	11.3	0.261
19820630	12	10.6	0.271
19820701	2.3	11.7	0.283
19820702	1.4	13.7	0.277
19820703	13.4	12.4	0.292
19820704	0.5	15	0.315
19820705	0	14.8	0.295
19820706	0	14.2	0.284
19820707	4	15.1	0.279
19820708	0	17.4	0.277
19820709	0	18.2	0.27
19820710	0	20.8	0.262
19820711	0	20.6	0.254
19820712	0	20.2	0.246
19820713	0	18.8	0.239
19820714	0	18.5	0.232
19820715	0	19.3	0.225
19820716	0.8	21.8	0.218
19820717	0	19.9	0.212
19820718	0	19.5	0.206
19820719	0	19.9	0.2
19820720	0	18.9	0.194
19820721	0	16	0.188
19820722	0	15.3	0.183
19820723	0	18.7	0.177
19820724	0	20	0.172
19820725	0	20.7	0.167
19820726	8.8	15.2	0.164
19820727	0	16.1	0.163
19820728	0	17.1	0.159
19820729	0	18.6	0.154
19820730	0	20.6	0.15
19820731	0	21.1	0.145
19820801	0	21	0.141
19820802	0	22.7	0.136
19820803	0	23	0.132
19820804	0	22.6	0.128
19820805	0	23.6	0.125
19820806	0	21.8	0.121
19820807	0	22.7	0.117
19820808	14	22.1	0.116
19820809	5.6	18.9	0.118
19820810	1.3	15.2	0.117
19820811	0	15.8	0.115
19820812	0	17.5	0.111
19820813	3	16.7	0.109
19820814	35.7	13.1	0.137
19820815	0	14	0.178
19820816	0	13.3	0.154
19820817	35.2	14.1	0.225
19820818	4.9	15.4	0.378
19820819	16.8	15.5	0.456
19820820	0.4	12.9	0.543
19820821	0.7	12.7	0.5
19820822	1.2	12.8	0.448
19820823	12.3	13.4	0.463
19820824	6.1	13.4	0.558
19820825	2.3	12.6	0.586
19820826	2.1	13.7	0.563
19820827	14.8	13	0.618
19820828	2.2	13.6	0.744
19820829	1.5	13	0.727
19820830	1.5	13	0.682
19820831	4	14.4	0.657
19820901	2.6	13	0.657
19820902	2.2	11.6	0.642
19820903	4.7	10.8	0.637
19820904	6.6	8.6	0.681
19820905	0	8.1	0.708
19820906	0	7.1	0.647
19820907	12.9	7.5	0.679
19820908	0.5	12.5	0.801
19820909	0	11	0.755
19820910	0	10.6	0.682
19820911	0	11.8	0.614
19820912	1.1	10.6	0.56
19820913	0.4	11.3	0.521
19820914	0.1	11.6	0.481
19820915	0	13.8	0.456
19820916	0	14.3	0.441
19820917	0	12.1	0.428
19820918	0	13.6	0.415
19820919	11.1	13.8	0.464
19820920	2.7	12.1	0.571
19820921	1.9	16.3	0.578
19820922	0	11.9	0.548
19820923	0	8.1	0.494
19820924	0.3	6.6	0.452
19820925	0	10.8	0.435
19820926	0	11.2	0.422
19820927	2.5	11	0.415
19820928	0	9.4	0.414
19820929	2.6	10.7	0.409
19820930	0	10	0.408
19821001	0	11	0.397
19821002	0	10.5	0.386
19821003	0	9.8	0.374
19821004	0	8.6	0.363
19821005	0	9.6	0.352
19821006	0	9.5	0.341
19821007	0.2	9.1	0.332
19821008	0.9	8.7	0.324
19821009	0.6	7.7	0.319
19821010	0	4.4	0.313
19821011	0	4.2	0.304
19821012	0	4.4	0.294
19821013	1.8	6.9	0.289
19821014	7.6	7.4	0.32
19821015	0.1	5.4	0.362
19821016	0	2.4	0.333
19821017	0	0.3	0.312
19821018	0	0.7	0.301
19821019	13.2	0.8	0.368
19821020	9.7	6.9	0.559
19821021	0	6.7	0.657
19821022	0.5	4.2	0.608
19821023	0.9	8.9	0.556
19821024	0	6.3	0.508
19821025	7.5	2.4	0.514
19821026	0.6	4.6	0.58
19821027	0.5	4.7	0.547
19821028	1.5	5.5	0.51
19821029	0	7	0.48
19821030	0	8.1	0.435
19821031	1	6.3	0.41
19821101	3.5	6.5	0.423
19821102	0	7.6	0.44
19821103	0	5	0.416
19821104	0	0.7	0.402
19821105	0	-3	0.39
19821106	0	-1.2	0.378
19821107	0	-0.4	0.367
19821108	0	-0.4	0.356
19821109	0.4	5.6	0.346
19821110	3	8.9	0.355
19821111	0	8.4	0.369
19821112	0	6.9	0.351
19821113	11.1	7.2	0.435
19821114	0.7	4	0.595
19821115	0.1	2.8	0.572
19821116	4.5	3.4	0.56
19821117	0	1.7	0.589
19821118	3.1	0	0.571
19821119	0.3	3.9	0.577
19821120	2.8	2.7	0.562
19821121	7.8	-1.2	0.563
19821122	2	4.9	0.608
19821123	1.9	6.7	0.752
19821124	13.8	6.1	0.925
19821125	11.6	3.3	1.347
19821126	7.2	5.1	1.69
19821127	11.2	4.2	2.105
19821128	14.9	2.9	3.245
19821129	0	1.1	4.054
19821130	0	-0.9	3.083
19821201	0	1.8	2.277
19821202	0	-0.4	1.935
19821203	0	0	1.757
19821204	0.4	1	1.614
19821205	4.8	2.3	1.573
19821206	0.2	1.9	1.604
19821207	0	-1.8	1.494
19821208	1.4	-7	1.367
19821209	3.3	-0.2	1.329
19821210	11.9	2	1.585
19821211	13.7	1.6	2.549
19821212	0	-3.4	3.387
19821213	0	-8.5	2.646
19821214	0.7	-7.1	2.099
19821215	11.9	0.1	2.446
19821216	0	0.1	3.064
19821217	0	-5.4	2.438
19821218	0.5	-4.6	2.039
19821219	4.3	0	1.948
19821220	4.4	0.6	2.061
19821221	0	2	2.087
19821222	0.2	2.9	1.942
19821223	1.5	-0.5	1.82
19821224	1.8	-0.1	1.768
19821225	0	0.2	1.7
19821226	0	3.6	1.569
19821227	0	0.4	1.438
19821228	0	-1.2	1.319
19821229	0	-2.5	1.209
19821230	0	-4	1.108
19821231	0	0.8	1.015
19830101	1.5	3.1	0.961
19830102	0	1.8	0.94
19830103	2.8	-2.9	0.869
19830104	22.4	1.5	1.473
19830105	0.1	0.5	2.49
19830106	0.2	5.3	2.188
19830107	0	3.8	1.982
19830108	0	1.4	1.821
19830109	0.2	1.4	1.676
19830110	0	1.3	1.548
19830111	0	3	1.422
19830112	1.4	6.2	1.336
19830113	9.8	4.6	1.502
19830114	0	-1.1	1.798
19830115	0.3	-6.7	1.705
19830116	3.1	-6.8	1.566
19830117	5.4	-7.8	1.438
19830118	9.6	-2.7	1.321
19830119	0	-7.8	1.213
19830120	1.5	-7	1.113
19830121	0	2.6	1.381
19830122	0.1	-2	1.948
19830123	0	2.7	1.882
19830124	2.2	-1	1.732
19830125	0	2.8	1.632
19830126	0	4.2	1.576
19830127	0	4.9	1.458
19830128	4.1	1.3	1.433
19830129	5.5	-2.4	1.493
19830130	0.8	-2	1.395
19830131	1	-6.3	1.282
19830201	8.1	-4.4	1.178
19830202	0	-8.4	1.082
19830203	0	-12.7	0.994
19830204	0	-8.6	0.913
19830205	0	-4.6	0.839
19830206	0	-4.1	0.77
19830207	0	-7.1	0.71
19830208	0	-7.9	0.667
19830209	0	-10	0.645
19830210	0.4	-6.3	0.626
19830211	0.2	-5	0.607
19830212	0	-10.1	0.589
19830213	0	-3.7	0.571
19830214	0	-6.5	0.554
19830215	0	-1.9	0.537
19830216	0	-2.1	0.521
19830217	0	-3.5	0.506
19830218	0	-2.4	0.49
19830219	0	-3.4	0.476
19830220	0	-3.4	0.461
19830221	0	-7.9	0.448
19830222	0	0.7	0.608
19830223	0	-3	0.899
19830224	0	-3.4	0.86
19830225	0	-0.9	0.781
19830226	0	-5.6	0.71
19830227	0	-3.3	0.642
19830228	0	-4.2	0.579
19830301	0	-6.8	0.525
19830302	0	-10.3	0.488
19830303	0	-2.8	0.471
19830304	1.1	1.2	0.579
19830305	0	1.1	0.775
19830306	2.8	-2.2	0.734
19830307	0	-1.1	0.664
19830308	0.5	-2.2	0.6
19830309	3.8	-0.5	0.687
19830310	7.3	-2.1	0.895
19830311	0	-3.8	0.85
19830312	0	-6.6	0.772
19830313	0	2	0.84
19830314	0	2.7	1.027
19830315	14.9	4.5	1.318
19830316	0	1.4	1.861
19830317	0.1	1.9	1.792
19830318	3.5	3.2	1.726
19830319	0	3.5	1.733
19830320	0	0.2	1.607
19830321	11.6	-0.3	1.762
19830322	3.9	0	2.321
19830323	0.4	-0.2	2.408
19830324	0	-2.7	2.084
19830325	9.3	-1	1.889
19830326	0	-0.8	1.739
19830327	0	-2.8	1.609
19830328	0	0.9	1.634
19830329	0.7	-1.4	1.796
19830330	2.4	0.6	1.752
19830331	0.2	3	1.735
19830401	0.2	1.6	1.62
19830402	11.1	0.4	1.739
19830403	3.6	0.5	2.158
19830404	11.4	1.7	2.959
19830405	3.1	-0.2	4.071
19830406	0.1	1.9	3.586
19830407	1.7	2.3	2.763
19830408	0.5	2.8	2.34
19830409	0	2.4	2.076
19830410	0	5.3	1.898
19830411	0	3.3	1.742
19830412	0.3	0.1	1.605
19830413	0	0.3	1.484
19830414	0	0.3	1.364
19830415	0	3	1.251
19830416	0	5.8	1.148
19830417	0	6.9	1.053
19830418	0	7.8	0.965
19830419	0	6.9	0.885
19830420	0	7.7	0.811
19830421	0	8	0.744
19830422	1.2	5.9	0.701
19830423	11.7	5.9	0.867
19830424	0.2	7	1.161
19830425	0.4	7.1	1.125
19830426	0	8.2	1.045
19830427	0	6.4	0.961
19830428	5	2.7	0.954
19830429	0	5.2	1.014
19830430	15.5	4.3	1.18
19830501	0	5.6	1.52
19830502	0	6.5	1.454
19830503	0	7.7	1.335
19830504	0	7.5	1.227
19830505	0	7.8	1.127
19830506	0	8.6	1.035
19830507	0	10.7	0.95
19830508	0	10.1	0.872
19830509	0	10.3	0.801
19830510	0.3	11.6	0.739
19830511	0.8	9.3	0.693
19830512	10.4	10.1	0.764
19830513	0.4	10.3	0.916
19830514	0	11	0.877
19830515	0	11.3	0.806
19830516	9.7	12.6	0.834
19830517	0.2	13.5	0.945
19830518	0	14.2	0.895
19830519	0	13.6	0.823
19830520	5.7	10.5	0.802
19830521	0.2	13.5	0.826
19830522	0	12.8	0.773
19830523	0	12.8	0.713
19830524	0	13.1	0.671
19830525	0	12.2	0.649
19830526	0.5	10.9	0.631
19830527	12.5	10.6	0.679
19830528	0.1	11.3	0.77
19830529	0.1	12.9	0.725
19830530	2.6	11.3	0.68
19830531	0.1	11	0.654
19830601	4.5	13.2	0.635
19830602	5	10.9	0.656
19830603	0	12.8	0.66
19830604	8.8	11.5	0.663
19830605	2.1	8.3	0.71
19830606	0	10.8	0.685
19830607	0	14.6	0.639
19830608	0	16.6	0.613
19830609	26	16.2	0.729
19830610	14.4	12.4	1.044
19830611	0	13.3	1.179
19830612	0	15.2	1.105
19830613	0	17.1	1.012
19830614	5.6	15.4	0.959
19830615	0	15.7	0.94
19830616	0	15.2	0.869
19830617	0	14.5	0.796
19830618	0	16.4	0.728
19830619	0	19	0.667
19830620	0.4	19.6	0.624
19830621	0	13.7	0.604
19830622	0	14.2	0.586
19830623	0	18.7	0.568
19830624	16.6	15.8	0.593
19830625	0	13.5	0.64
19830626	0.5	14.4	0.599
19830627	1.1	14.7	0.563
19830628	19.3	12.5	0.606
19830629	7.4	13.5	0.719
19830630	2.3	13.1	0.744
19830701	14.4	12.7	0.778
19830702	2.8	14.1	0.864
19830703	1.5	14.1	0.843
19830704	0.8	14.4	0.793
19830705	0	17.3	0.733
19830706	0	18.6	0.669
19830707	0	20.5	0.615
19830708	0	22.4	0.579
19830709	0	23.6	0.56
19830710	0	24.1	0.543
19830711	0	24.8	0.527
19830712	14.2	22.1	0.54
19830713	0	17.8	0.566
19830714	0	15.8	0.532
19830715	0	17.9	0.51
19830716	0	16.3	0.494
19830717	8	15.3	0.488
19830718	0.8	16.3	0.49
19830719	0	15.3	0.476
19830720	0.2	12.2	0.462
19830721	0	13.3	0.448
19830722	0	15.3	0.435
19830723	0	18.8	0.422
19830724	0	18.4	0.409
19830725	0	19.3	0.397
