Lookout			
Dag	P[mm/d]	T[C]	Q[mm/d]
19740120	2.3	1.4	16.30527759
19740121	5.6	0	12.18976281
19740122	5.3	0.85	9.838040084
19740123	7.4	1.95	8.505397204
19740124	7.4	2.8	7.564708112
19740125	35.6	3.05	7.956661901
19740126	12.4	1.95	8.152638795
19740127	28.2	1.15	7.682294249
19740128	9.7	2.5	7.956661901
19740129	9.4	2.8	7.878271143
19740130	8.4	4.7	8.701374098
19740131	65	4.7	15.99171456
19740201	17	3.05	20.18562009
19740202	0	1.95	13.63999183
19740203	13	2.5	10.42597077
19740204	32.5	2.5	10.19079849
19740205	1.5	0.8	8.818960235
19740206	0	-0.3	7.486317355
19740207	0	0.8	6.6632144
19740208	0	3.35	6.075283717
19740209	0	3.3	5.840111444
19740210	0	3.6	5.683329929
19740211	0	2.75	5.683329929
19740212	4.6	2.25	5.526548414
19740213	6.6	3.35	5.212985383
19740214	21.8	3.35	5.918502202
19740215	21.1	3.1	6.584823642
19740216	36.1	3.05	9.014937129
19740217	7.9	2.5	9.132523265
19740218	81.3	1.65	11.24907372
19740219	24.4	1.7	20.18562009
19740220	3.6	1.65	13.01286577
19740221	20.8	1.65	10.30838463
19740222	18	1.1	8.387811068
19740223	0	0.3	7.015972809
19740224	0	1.4	6.153674475
19740225	2.5	2.75	5.840111444
19740226	24.4	0.85	5.840111444
19740227	10.4	1.4	5.604939171
19740228	24.1	1.4	6.075283717
19740301	9.7	2.2	6.31045599
19740302	6.6	1.65	6.153674475
19740303	4.8	0.3	5.526548414
19740304	41.7	1.1	5.369766898
19740305	72.1	1.4	9.955626221
19740306	1.3	0.55	11.01390145
19740307	0	-0.55	7.290340461
19740308	0	-0.55	5.918502202
19740309	0	2.2	5.212985383
19740310	3	2.2	4.860226974
19740311	9.4	3.35	5.017008489
19740312	19.6	1.95	5.604939171
19740313	13.2	1.65	5.526548414
19740314	74.7	2.25	10.30838463
19740315	2	6.35	19.7936663
19740316	20.1	5.3	18.65700032
19740317	1	5	23.1252735
19740318	0	4.7	16.61884062
19740319	0	4.7	12.54252122
19740320	0	4.45	10.42597077
19740321	0	6.35	8.818960235
19740322	0	4.4	7.760685007
19740323	0	5.6	7.094363567
19740324	0	5.85	6.741605157
19740325	7.1	7.5	7.211949703
19740326	0	7.5	8.152638795
19740327	10.9	6.1	9.132523265
19740328	32	4.45	11.60183213
19740329	36.8	6.95	15.3645885
19740330	31	5.3	19.20573562
19740331	22.1	4.15	17.08918517
19740401	38.1	5.3	17.71631123
19740402	24.6	4.15	16.30527759
19740403	6.9	4.2	13.79677334
19740404	3.6	4.7	10.42597077
19740405	5.3	6.65	9.250109402
19740406	10.2	5.55	8.897350992
19740407	0	7.5	8.505397204
19740408	5.1	7.2	7.878271143
19740409	9.7	4.45	7.564708112
19740410	5.6	5.3	6.937582051
19740411	30.7	4.75	8.583787962
19740412	0	5	9.955626221
19740413	0	8.05	8.583787962
19740414	0	9.2	7.564708112
19740415	0	6.15	7.015972809
19740416	0	8.65	6.506432884
19740417	0	10.55	6.428042127
19740418	0.8	7.5	6.859191294
19740419	1.3	6.4	6.6632144
19740420	0	8.05	6.232065233
19740421	0	12.8	6.075283717
19740422	5.1	10.55	6.428042127
19740423	14.5	9.15	6.937582051
19740424	6.9	8.9	6.937582051
19740425	3.6	7.5	6.6632144
19740426	0.5	5	6.075283717
19740427	3	8.1	5.683329929
19740428	0	10.3	5.448157656
19740429	0	12.25	5.526548414
19740430	0	13.1	6.6632144
19740501	0	8.6	7.407926597
19740502	0	12.2	6.584823642
19740503	0	13.05	6.153674475
19740504	0	15	6.31045599
19740505	0	16.7	7.682294249
19740506	0	17.5	9.367695538
19740507	0	16.65	9.838040084
19740508	0	17.2	9.838040084
19740509	5.1	8.9	8.701374098
19740510	1.8	9.45	7.094363567
19740511	13.5	10.3	7.564708112
19740512	1.3	8.3	8.505397204
19740513	0	7.5	6.741605157
19740514	18.8	5.55	6.153674475
19740515	16.5	5.25	5.683329929
19740516	11.9	4.7	5.448157656
19740517	6.4	6.35	5.173790004
19740518	7.6	5.85	5.095399247
19740519	5.3	7.2	5.095399247
19740520	0	8.6	4.938617731
19740521	0.8	10	4.821031595
19740522	0	13.3	5.017008489
19740523	0	13.05	5.212985383
19740524	0.8	13.9	5.683329929
19740525	0	18.35	7.015972809
19740526	0	19.15	8.701374098
19740527	0	16.1	8.505397204
19740528	0	13.6	7.486317355
19740529	0	8.9	6.584823642
19740530	0	12.5	5.761720687
19740531	0	16.9	5.683329929
19740601	0	18.9	6.506432884
19740602	0	17.5	7.407926597
19740603	2.5	17.2	7.564708112
19740604	48.3	11.95	11.48424599
19740605	9.9	10.3	14.42389941
19740606	2.5	11.1	10.19079849
19740607	0	12.75	7.878271143
19740608	0	15	6.584823642
19740609	0	18.05	6.31045599
19740610	0	20.55	6.584823642
19740611	0	22.8	7.290340461
19740612	0	22.75	7.682294249
19740613	0	22.75	7.290340461
19740614	0	20	6.937582051
19740615	0	18.35	6.153674475
19740616	0	20	5.604939171
19740617	0	21.4	5.604939171
19740618	1.8	22.2	5.526548414
19740619	0	13.9	4.860226974
19740620	0	18.9	4.154710155
19740621	0	20.85	3.841147124
19740622	0	19.45	3.605974852
19740623	0	19.45	3.292411821
19740624	0	18.6	3.096434927
19740625	0	11.9	2.861262654
19740626	1.8	13.9	2.626090381
19740627	0	18.6	2.430113487
19740628	0	19.45	2.31252735
19740629	0	24.7	2.273331972
19740630	0	19.45	2.31252735
19740701	0	19.9	2.155745835
19740702	0	12.65	1.959768941
19740703	0	14.8	1.842182805
19740704	0	16.1	1.724596668
19740705	1.3	13.15	1.64620591
19740706	0	15.65	1.567815153
19740707	0	14.2	1.528619774
19740708	7.1	16.2	1.528619774
19740709	0	14.1	1.528619774
19740710	5.6	11.75	1.528619774
19740711	0	12.05	1.489424395
19740712	0	12.95	1.33264288
19740713	0	15.85	1.33264288
19740714	0	16.85	1.254252122
19740715	0	17.25	1.215056743
19740716	0	12.7	1.175861365
19740717	1.5	12.95	1.175861365
19740718	0	13.75	1.136665986
19740719	0	22.75	1.136665986
19740720	0	23.3	1.097470607
19740721	0	23.05	1.058275228
19740722	0	20.85	1.019079849
19740723	0	22.25	0.979884471
19740724	0	21.95	0.979884471
19740725	0	23.05	0.940689092
19740726	0	23.3	0.901493713
19740727	0	25.3	0.862298334
19740728	0	26.95	0.862298334
19740729	0.3	24.6	0.823102955
19740730	0	22.8	0.862298334
19740731	0	22.3	0.823102955
19740801	0	21.75	0.783907576
19740802	0	20.75	0.783907576
19740803	0	22.3	0.744712198
19740804	0	22.85	0.744712198
19740805	0	20.95	0.744712198
19740806	0	16	0.744712198
19740807	0	13.75	0.705516819
19740808	0	13.75	0.705516819
19740809	0	24.45	0.705516819
19740810	0	23.35	0.705516819
19740811	0	21.4	0.66632144
19740812	0	17.8	0.66632144
19740813	0	13.65	0.66632144
19740814	0	18.3	0.66632144
19740815	0	19.45	0.66632144
19740816	0	21.1	0.627126061
19740817	0	20.25	0.627126061
19740818	2.8	14.7	0.627126061
19740819	2.5	12.5	0.705516819
19740820	0	16.95	0.705516819
19740821	0	16.7	0.627126061
19740822	0	20.25	0.587930682
19740823	0	21.4	0.548735303
19740824	0	20.3	0.548735303
19740825	0	21.4	0.548735303
19740826	0	22.5	0.548735303
19740827	0	22.5	0.509539925
19740828	0	23.05	0.509539925
19740829	0	21.35	0.509539925
19740830	0	21.1	0.509539925
19740831	0	21.7	0.509539925
19740901	0	23.65	0.509539925
19740902	0	21.7	0.431149167
19740903	0	20.3	0.431149167
19740904	0	18.35	0.431149167
19740905	0	18.65	0.431149167
19740906	0	18.05	0.431149167
19740907	0	18.35	0.391953788
19740908	0	18.3	0.391953788
19740909	3.6	15	0.431149167
19740910	0	14.15	0.470344546
19740911	0	13.9	0.431149167
19740912	0	15.55	0.391953788
19740913	0	16.95	0.391953788
19740914	0	16.4	0.391953788
19740915	0	17.5	0.391953788
19740916	0	16.95	0.391953788
19740917	0	17.25	0.391953788
19740918	0	17.8	0.352758409
19740919	0	18.9	0.352758409
19740920	0	19.7	0.352758409
19740921	0	20	0.352758409
19740922	0	20	0.352758409
19740923	0	18.85	0.313563031
19740924	0	18.05	0.313563031
19740925	0	16.95	0.313563031
19740926	0	13.05	0.313563031
19740927	0	10.55	0.313563031
19740928	0	13.05	0.313563031
19740929	0	12.8	0.313563031
19740930	0	12.8	0.313563031
19741001	0	13.65	0.313563031
19741002	0	9.7	0.313563031
19741003	0	7.5	0.313563031
19741004	0	7.25	0.313563031
19741005	0	7.3	0.313563031
19741006	0	7.75	0.313563031
19741007	0	10.3	0.313563031
19741008	0	12.2	0.313563031
19741009	0	10.25	0.313563031
19741010	0	8.9	0.313563031
19741011	0	11.95	0.313563031
19741012	0	12.25	0.313563031
19741013	0	11.9	0.313563031
19741014	0	10.8	0.313563031
19741015	0	11.7	0.313563031
19741016	0	13.05	0.313563031
19741017	0	12.25	0.274367652
19741018	0	12.5	0.274367652
19741019	0	11.5	0.274367652
19741020	7.1	12.6	0.352758409
19741021	0	5.45	0.431149167
19741022	0	8.35	0.313563031
19741023	0	7.8	0.313563031
19741024	0	7.5	0.313563031
19741025	0	8.35	0.313563031
19741026	0	6.95	0.313563031
19741027	16.3	8.35	0.391953788
19741028	18.3	7.5	1.136665986
19741029	0.8	6.7	0.783907576
19741030	3	7.5	0.509539925
19741031	2.5	6.65	0.548735303
19741101	1	5.8	0.587930682
19741102	0	4.2	0.509539925
19741103	0	4.15	0.470344546
19741104	0	4.4	0.431149167
19741105	0	8.35	0.431149167
19741106	24.4	8.65	0.940689092
19741107	23.6	6.35	1.881378183
19741108	2.5	6.1	1.136665986
19741109	13	6.1	0.783907576
19741110	0	5.3	0.940689092
19741111	0	6.15	0.705516819
19741112	0	6.65	0.627126061
19741113	0	6.4	0.548735303
19741114	0	6.7	0.509539925
19741115	0	7.2	0.470344546
19741116	0	3.9	0.470344546
19741117	28.7	5.55	0.66632144
19741118	42.7	4.7	3.801951746
19741119	7.1	5.25	3.370802579
19741120	0	7.5	2.586895002
19741121	10.9	5.85	2.351722729
19741122	20.3	4.45	2.390918108
19741123	38.9	5.55	8.074248037
19741124	6.1	3.35	6.075283717
19741125	19.6	2.2	5.526548414
19741126	3.8	2.2	4.233100913
19741127	13.5	1.65	4.037124019
19741128	0	2.5	3.527584094
19741129	0	1.95	2.900458033
19741130	1.8	1.45	2.508504245
19741201	8.9	2.5	2.155745835
19741202	8.4	3.55	2.194941214
19741203	11.9	6.05	2.273331972
19741204	3.3	5.5	2.861262654
19741205	21.6	3.25	2.97884879
19741206	0.5	4.85	3.527584094
19741207	0	2.45	4.585859322
19741208	0	2.95	3.919537882
19741209	1.8	5	3.409997957
19741210	33.8	1.95	3.605974852
19741211	5.1	6	10.42597077
19741212	29	3	9.485281675
19741213	25.1	1.65	9.602867811
19741214	48.5	0.85	15.56056539
19741215	30.7	3.65	20.5383785
19741216	17.5	6.1	19.9896432
19741217	6.1	3.05	16.61884062
19741218	13.7	1.95	12.69930274
19741219	55.4	3.6	11.91539516
19741220	66.3	6.9	42.33100913
19741221	32	3.6	28.57343116
19741222	12.2	-0.25	16.89320827
19741223	0	-1.7	11.2882691
19741224	0	-2.25	8.074248037
19741225	0	-1.1	6.388846748
19741226	0	0	5.99689296
19741227	15.7	0.8	14.34550865
19741228	30.7	-1.4	10.58275228
19741229	13.5	-2.2	8.074248037
19741230	4.3	0	6.584823642
19741231	0	-2.2	5.448157656
19750101	7.4	0.85	4.821031595
19750102	0.5	0.55	4.233100913
19750103	38.9	1.4	4.821031595
19750104	39.9	1.1	9.877235463
19750105	78.7	1.65	14.77665782
19750106	16.3	1.4	18.14746039
19750107	48.3	2.5	16.22688683
19750108	28.7	0.55	18.81378183
19750109	31	-0.45	13.16964728
19750110	15.2	0.55	10.85711993
19750111	3	0.85	8.818960235
19750112	20.1	1.4	9.093327886
19750113	9.1	2.2	17.99067888
19750114	1.8	2.75	19.48010327
19750115	6.4	3.05	16.22688683
19750116	8.4	3.9	15.79573766
19750117	0.3	5	16.4620591
19750118	0.8	4.2	15.95251918
19750119	0.3	3.35	14.89424395
19750120	0.5	2.25	13.16964728
19750121	0	1.65	10.70033842
19750122	0	3.05	8.701374098
19750123	26.4	5.55	10.15160311
19750124	34.8	7.5	23.63481343
19750125	45.5	4.15	38.21549435
19750126	6.9	0.25	29.47492487
19750127	0	-2.5	17.48113895
19750128	0	-2.8	12.85608425
19750129	0	-2.5	9.328500159
19750130	0	-3.9	7.368731218
19750131	0.5	-1.4	6.192869854
19750201	0.8	-0.85	5.369766898
19750202	3.6	-0.55	4.742640837
19750203	4.3	-0.25	4.233100913
19750204	6.6	0.25	3.99792864
19750205	10.4	0.25	3.684365609
19750206	10.7	0.55	3.527584094
19750207	5.6	2.2	4.585859322
19750208	12.4	2.75	5.800916065
19750209	11.9	3.9	7.133558945
19750210	24.4	3.35	8.701374098
19750211	10.4	3.9	8.818960235
19750212	56.9	5	15.40378388
19750213	20.3	2.2	23.83079032
19750214	3.6	0.3	16.07010532
19750215	10.7	-0.85	11.75861365
19750216	9.9	0.55	9.093327886
19750217	0	1.1	7.133558945
19750218	30	1.4	6.584823642
19750219	52.6	3.15	15.28619774
19750220	9.4	1.4	15.95251918
19750221	0.5	-1.35	10.85711993
19750222	0	2.8	8.30942031
19750223	0	4.1	7.015972809
19750224	1.3	7.15	6.6632144
19750225	0.8	5.4	6.271260611
19750226	0.5	4	5.800916065
19750227	55.1	4.75	9.602867811
19750228	10.9	8.65	24.45791638
19750301	9.9	6.9	19.48010327
19750302	14.5	5.55	16.61884062
19750303	2.5	4.45	15.12941622
19750304	0	3.6	11.91539516
19750305	0	3.05	9.602867811
19750306	0	3.3	7.839075764
19750307	0.5	4.7	6.584823642
19750308	0.5	4.15	6.6632144
19750309	19.8	2.5	6.467237505
19750310	0.5	2.8	5.604939171
19750311	0	4.35	5.017008489
19750312	0.8	5.1	4.585859322
19750313	0.3	4.1	4.233100913
19750314	0	3.85	3.919537882
19750315	20.3	4.55	3.801951746
19750316	19.8	2.15	3.99792864
19750317	49	3.35	5.604939171
19750318	60.5	0.85	15.56056539
19750319	16.8	1.1	14.6198763
19750320	4.1	1.35	9.720453948
19750321	21.6	0.55	7.603903491
19750322	26.9	1.1	6.388846748
19750323	39.4	1.1	6.467237505
19750324	44.5	1.65	14.14953175
19750325	0.8	1.9	14.89424395
19750326	1	1.4	10.15160311
19750327	0.3	1.4	7.603903491
19750328	0	2.5	6.192869854
19750329	0	2.75	5.526548414
19750330	2.5	2.25	5.252180762
19750331	1.5	1.9	4.860226974
19750401	0	3.05	4.468273186
19750402	14.7	1.65	4.468273186
19750403	7.6	1.1	4.389882428
19750404	1.3	0.55	4.037124019
19750405	0	-0.25	3.801951746
19750406	0.3	1.4	3.527584094
19750407	3.3	3.35	3.409997957
19750408	0	3.6	3.292411821
19750409	0	5	3.253216442
19750410	0	6.1	3.292411821
19750411	0	6.65	3.409997957
19750412	0	7.2	3.723560988
19750413	0	5.55	4.037124019
19750414	4.8	5.25	4.037124019
19750415	0.3	5	3.919537882
19750416	2.3	4.2	3.723560988
19750417	0.3	4.45	3.527584094
19750418	4.8	5.25	3.409997957
19750419	1.8	3.9	3.605974852
19750420	0	6.7	3.605974852
19750421	0	8.9	3.684365609
19750422	6.9	8.35	3.919537882
19750423	8.1	6.4	4.468273186
19750424	36.1	8.1	6.898386672
19750425	5.3	4.3	8.427006446
19750426	2.5	5	7.486317355
19750427	6.9	5.25	6.6632144
19750428	0	6.95	5.800916065
19750429	0	7.5	5.252180762
19750430	0	9.7	5.017008489
19750501	0	10.85	5.252180762
19750502	15.5	9.6	5.879306823
19750503	22.4	6.3	8.818960235
19750504	3.6	3.75	8.074248037
19750505	4.8	5	7.015972809
19750506	0	7.1	6.467237505
19750507	0	7	5.99689296
19750508	0	10.65	5.879306823
19750509	0	13.25	7.368731218
19750510	20.3	13.65	9.994821599
19750511	7.1	10.2	12.85608425
19750512	0	12.35	11.01390145
19750513	0	17.2	11.60183213
19750514	0	14.75	13.63999183
19750515	0	13.6	12.07217668
19750516	0	15.25	9.485281675
19750517	0	15.55	8.427006446
19750518	0	9.45	7.839075764
19750519	7.1	5	7.015972809
19750520	0	7.5	5.800916065
19750521	0.3	10.55	5.017008489
19750522	4.3	13.05	4.860226974
19750523	2.5	12.25	5.722525308
19750524	1	10	5.448157656
19750525	0.3	13.35	4.860226974
19750526	0	12.75	4.821031595
19750527	0	15	4.860226974
19750528	0	16.7	5.252180762
19750529	0	18.9	5.879306823
19750530	0	19.7	6.780800536
19750531	0	21.4	7.251145082
19750601	0	21.7	7.603903491
19750602	0	15.25	6.898386672
19750603	0	16.65	5.448157656
19750604	0	19.7	4.938617731
19750605	0	18.3	4.860226974
19750606	0	17.8	4.585859322
19750607	0	13.3	4.115514776
19750608	0	18.15	3.605974852
19750609	0	15.05	3.488388715
19750610	0	17.95	3.488388715
19750611	0	17.9	3.488388715
19750612	0	18.45	3.370802579
19750613	0	15.3	3.174825684
19750614	0	16.1	2.900458033
19750615	0	18.1	2.743676517
19750616	0	12.95	2.508504245
19750617	1	10.8	2.31252735
19750618	1	11.1	2.116550456
19750619	2.3	12.2	2.038159699
19750620	0	17.2	1.881378183
19750621	0	16.4	1.802987426
19750622	0	14.7	1.724596668
19750623	3.3	13.6	1.685401289
19750624	5.1	8.3	1.99896432
19750625	3.6	9.2	2.038159699
19750626	6.1	8.35	2.077355078
19750627	3	10.85	2.430113487
19750628	3.3	10.8	2.273331972
19750629	0	14.45	1.920573562
19750630	7.9	12.8	1.881378183
19750701	5.1	12.25	2.351722729
19750702	0.5	13.55	2.038159699
19750703	0.3	15.3	1.881378183
19750704	0	20.25	1.763792047
19750705	0	22.55	1.685401289
19750706	0	19.6	1.567815153
19750707	0	20.4	1.450229016
19750708	0	19.15	1.33264288
19750709	0	20.15	1.293447501
19750710	11.2	23.6	1.254252122
19750711	1.3	20.8	1.33264288
19750712	0	20.85	1.175861365
19750713	0	19.2	1.097470607
19750714	0.8	15.55	1.058275228
19750715	0	16.35	1.058275228
19750716	0	18.35	0.979884471
19750717	0	18.9	0.979884471
19750718	0.5	17.5	0.940689092
19750719	0	21.95	0.901493713
19750720	0	19.4	0.901493713
19750721	0	19.45	0.862298334
19750722	0	20.3	0.823102955
19750723	0	21.4	0.783907576
19750724	0	21.1	0.783907576
19750725	0	21.4	0.783907576
19750726	0	25.3	0.744712198
19750727	0	24.45	0.705516819
19750728	6.4	21.4	0.705516819
19750729	0.8	11.95	0.783907576
19750730	0	11.9	0.705516819
19750731	0	15.85	0.705516819
19750801	0	18.6	0.66632144
19750802	0	18.9	0.66632144
19750803	0	19.45	0.66632144
19750804	0	20.6	0.627126061
19750805	0	15.8	0.627126061
19750806	0	16.7	0.627126061
19750807	0	17.5	0.627126061
19750808	0	20.85	0.587930682
19750809	0	18.05	0.587930682
19750810	0	20.25	0.587930682
19750811	0	19.15	0.587930682
19750812	0	20.3	0.548735303
19750813	0	20.3	0.548735303
19750814	0	20	0.548735303
19750815	0	21.35	0.548735303
19750816	0	17.2	0.548735303
19750817	17.8	14.45	0.66632144
19750818	15.7	14.45	1.136665986
19750819	0	13.6	0.783907576
19750820	0	16.4	0.66632144
19750821	0	18.3	0.627126061
19750822	4.3	17.75	0.587930682
19750823	13.2	14.45	1.097470607
19750824	0	14.7	0.823102955
19750825	0	15.85	0.66632144
19750826	0	16.1	0.627126061
19750827	9.7	16.4	0.627126061
19750828	5.8	11.65	0.823102955
19750829	4.6	11.65	0.783907576
19750830	5.6	11.95	0.783907576
19750831	0	13.05	0.862298334
19750901	0	11.65	0.705516819
19750902	0	14.7	0.66632144
19750903	0	13.9	0.627126061
19750904	0	18.05	0.587930682
19750905	0	18.05	0.587930682
19750906	0	15.8	0.548735303
19750907	0	15.55	0.548735303
19750908	0	16.1	0.548735303
19750909	0	16.9	0.509539925
19750910	0	18.35	0.509539925
19750911	0	17.4	0.509539925
19750912	0	18.5	0.470344546
19750913	0	18.4	0.470344546
19750914	0	19.9	0.470344546
19750915	0	18.85	0.470344546
19750916	0	17.85	0.470344546
19750917	0	14.15	0.470344546
19750918	0	16.95	0.470344546
19750919	0	15.3	0.470344546
19750920	0	15.25	0.431149167
19750921	0	14.75	0.431149167
19750922	0	14.75	0.431149167
19750923	0	13.3	0.431149167
19750924	0	12.75	0.431149167
19750925	0	11.4	0.431149167
19750926	0	13.35	0.431149167
19750927	0	13.9	0.431149167
19750928	0	12.8	0.391953788
19750929	0	13.35	0.391953788
19750930	0	14.45	0.391953788
19751001	0	16.1	0.391953788
19751002	0	13.05	0.391953788
19751003	12.4	10.85	0.431149167
19751004	7.1	12.5	0.627126061
19751005	14.5	12.8	0.509539925
19751006	5.3	8.65	0.901493713
19751007	23.4	6.95	0.862298334
19751008	1.8	8.1	1.097470607
19751009	1.8	9.2	0.705516819
19751010	0.5	9.45	0.627126061
19751011	10.7	9.45	0.66632144
19751012	0.8	9.45	0.705516819
19751013	0	9.7	0.627126061
19751014	0	8.6	0.587930682
19751015	2	10.85	0.587930682
19751016	0	11.95	0.587930682
19751017	8.6	9.45	0.548735303
19751018	0	8.05	0.705516819
19751019	3.8	8.05	0.627126061
19751020	9.1	10.85	0.705516819
19751021	44.2	7.5	4.31149167
19751022	7.1	4.7	3.723560988
19751023	5.8	5.75	2.704481139
19751024	8.6	5.55	2.273331972
19751025	86.1	6.8	13.63999183
19751026	19.1	6.3	14.77665782
19751027	18.8	4.35	8.427006446
19751028	0.8	4.7	6.271260611
19751029	4.8	5.8	5.017008489
19751030	9.9	5	5.604939171
19751031	0	4.45	5.095399247
19751101	1.8	4.15	4.468273186
19751102	13	8.6	5.800916065
19751103	0	8.35	6.192869854
19751104	0	7.25	5.017008489
19751105	5.6	4.15	4.389882428
19751106	40.9	3.35	5.800916065
19751107	17.3	3.9	9.720453948
19751108	9.7	2.5	7.956661901
19751109	5.6	2.85	6.271260611
19751110	28.7	2.35	5.722525308
19751111	3.6	3.25	5.173790004
19751112	0	2.5	4.821031595
19751113	0	2	4.585859322
19751114	28.2	7.5	5.604939171
19751115	34.8	5	18.97056335
19751116	13.2	1.95	14.34550865
19751117	7.4	0.8	9.994821599
19751118	0	1	7.368731218
19751119	0	-0.4	5.879306823
19751120	3.3	3.75	5.017008489
19751121	0.5	2.8	4.389882428
19751122	14	1.4	4.31149167
19751123	0.3	5	4.389882428
19751124	2	1.9	4.193905534
19751125	1	6.65	4.193905534
19751126	46.2	4.45	8.427006446
19751127	8.6	1.4	9.328500159
19751128	2.5	-1.1	7.368731218
19751129	15.5	-0.8	5.99689296
19751130	97.8	0.25	10.58275228
19751201	38.4	2.5	38.21549435
19751202	0.5	5.3	27.00561601
19751203	10.4	5.55	19.83286168
19751204	57.2	4.15	38.72503428
19751205	9.7	0	24.45791638
19751206	47.8	3.35	21.79263062
19751207	2.5	6.9	27.67193745
19751208	0	3.9	18.97056335
19751209	0	2.2	14.34550865
19751210	0	2.2	10.70033842
19751211	7.4	1.1	8.427006446
19751212	6.6	-1.1	6.898386672
19751213	9.7	-0.55	6.075283717
19751214	0.5	-0.8	5.173790004
19751215	27.4	-0.25	5.722525308
19751216	2.3	0.25	6.584823642
19751217	0	0.55	6.192869854
19751218	0	0.8	5.800916065
19751219	0	0.55	5.369766898
19751220	0	0	4.938617731
19751221	4.1	0	4.742640837
19751222	8.9	2.75	4.821031595
19751223	55.4	0.8	9.328500159
19751224	10.7	4.15	13.3264288
19751225	16.3	4.15	12.07217668
19751226	34.3	5	18.30424191
19751227	3.6	2.5	16.73642676
19751228	12.7	3.9	13.3264288
19751229	12.4	5.3	12.38573971
19751230	12.4	0.55	11.17068296
19751231	0.5	-0.8	9.210914023
19760101	0	-2.75	7.603903491
19760102	0	-1.9	6.467237505
19760103	17.8	-0.25	5.800916065
19760104	75.2	0	11.2882691
19760105	45.5	0.55	19.83286168
19760106	15.5	0.55	13.99275024
19760107	131.1	0	17.99067888
19760108	49.8	1.1	48.21031595
19760109	6.9	0.85	25.08504245
19760110	20.6	0.55	16.89320827
19760111	31.2	1.1	20.34240161
19760112	18.5	0.3	16.61884062
19760113	19.6	0.85	13.16964728
19760114	33.3	2.2	22.69412434
19760115	6.1	2.2	25.08504245
19760116	0.5	3.05	20.69516002
19760117	0	2.8	18.61780494
19760118	0	1.1	15.56056539
