Lookout			
Dag	P[mm/d]	T[C]	Q[mm/d]
19841103	36.8	5	33.90400268
19841104	0	3.35	18.30424191
19841105	0	4.15	11.48424599
19841106	24.4	5.8	10.11240774
19841107	5.1	3.65	9.798844705
19841108	29.5	1.9	8.427006446
19841109	48.8	2.5	9.446086296
19841110	23.9	4.45	21.36148146
19841111	26.4	6.95	21.98860752
19841112	19.1	6.4	22.26297517
19841113	32.8	5.3	21.75343525
19841114	0	3.35	17.01079441
19841115	1.3	3.1	11.79780903
19841116	0	3.65	8.897350992
19841117	8.4	3.05	7.055168188
19841118	13.7	5.55	7.486317355
19841119	2.3	4.45	6.584823642
19841120	14.2	3.05	6.271260611
19841121	0	1.1	5.683329929
19841122	0	0.3	5.212985383
19841123	25.4	1.4	5.212985383
19841124	6.4	0.25	5.134594626
19841125	12.2	0.3	4.860226974
19841126	11.9	0.55	4.585859322
19841127	37.6	1.35	7.368731218
19841128	34.5	2.5	15.1686116
19841129	47.5	0.8	12.81688887
19841130	30.5	0.55	12.38573971
19841201	0	0	9.838040084
19841202	0	0	7.290340461
19841203	0	0.55	5.800916065
19841204	0	-0.55	5.056203868
19841205	0	-1.1	4.507468564
19841206	0	0	4.037124019
19841207	0	0.55	3.762756367
19841208	6.6	1.1	3.684365609
19841209	27.9	3.1	4.781836216
19841210	24.9	2.2	10.34758001
19841211	15.2	0	9.132523265
19841212	24.9	0.8	8.152638795
19841213	1.5	1.1	6.898386672
19841214	9.9	1.1	6.232065233
19841215	1	0.3	6.624019021
19841216	0	-0.55	5.683329929
19841217	10.4	-0.55	5.134594626
19841218	0	-4.7	4.703445459
19841219	0	-4.45	4.31149167
19841220	14	-3.9	3.958733261
19841221	8.4	-0.55	3.723560988
19841222	2.3	0	3.64517023
19841223	7.6	0.55	4.31149167
19841224	0	0.55	4.507468564
19841225	0	0	4.31149167
19841226	2.8	0.8	4.115514776
19841227	35.6	0.55	3.801951746
19841228	12.4	0.55	3.684365609
19841229	34.8	0.55	3.723560988
19841230	14.5	0.85	4.625054701
19841231	0.5	0.55	4.938617731
19850101	0	0	4.272296291
19850102	0	0.25	3.684365609
19850103	0	0.25	3.449193336
19850104	0	0.55	3.449193336
19850105	0	1.35	3.841147124
19850106	0	2.2	4.31149167
19850107	0	2.25	5.095399247
19850108	0	1.65	5.095399247
19850109	0	1.4	4.703445459
19850110	0	0.3	4.31149167
19850111	0	0.3	4.076319397
19850112	0	0	3.841147124
19850113	0	0.55	3.684365609
19850114	3.8	1.1	4.076319397
19850115	0	1.9	4.507468564
19850116	0	3.05	5.095399247
19850117	0	3.05	5.879306823
19850118	0	1.2	7.055168188
19850119	0.8	0.6	6.467237505
19850120	0	1.45	5.879306823
19850121	0	2	5.487353035
19850122	0	3	5.095399247
19850123	0	3.6	4.703445459
19850124	0	0.95	4.389882428
19850125	0	1	4.076319397
19850126	0	0.15	3.841147124
19850127	1.5	-0.9	3.605974852
19850128	0	0.5	3.3316072
19850129	4.8	1.9	3.135630306
19850130	0.5	-0.55	2.900458033
19850131	2.3	-0.25	2.66528576
19850201	22.4	-0.25	2.547699623
19850202	7.1	0.3	2.430113487
19850203	0	-4.45	2.273331972
19850204	0	-7.8	2.155745835
19850205	6.1	-0.85	2.038159699
19850206	15	0.25	2.038159699
19850207	54.1	0.3	2.66528576
19850208	16	0	2.704481139
19850209	20.3	0	2.508504245
19850210	2.3	0.25	2.273331972
19850211	47	0.3	4.703445459
19850212	0.5	1.1	8.231029552
19850213	0	0.85	6.271260611
19850214	5.3	1.4	6.271260611
19850215	0.8	1.4	7.839075764
19850216	0	0.55	6.271260611
19850217	0	-0.25	5.487353035
19850218	0	2.3	4.703445459
19850219	17	0.25	4.31149167
19850220	4.1	1.7	3.919537882
19850221	5.3	2.5	3.723560988
19850222	1.3	3.05	4.115514776
19850223	0	3.35	4.703445459
19850224	4.6	2.8	5.095399247
19850225	0	1.35	5.683329929
19850226	0	1.65	5.33057152
19850227	0	2.2	4.899422353
19850228	0	4.15	4.66425008
19850301	7.4	2.2	4.742640837
19850302	0.8	0	4.585859322
19850303	7.4	0.25	4.272296291
19850304	13	0.8	4.193905534
19850305	1.5	1.35	3.919537882
19850306	2.3	0.55	3.723560988
19850307	0	0.25	3.488388715
19850308	0	1.4	3.253216442
19850309	0	2.75	3.096434927
19850310	0	3.85	3.018044169
19850311	0	3.85	3.057239548
19850312	0	3.05	3.096434927
19850313	0	3.6	3.018044169
19850314	0	5	3.057239548
19850315	0	5.55	3.253216442
19850316	0	5.8	3.684365609
19850317	0	6.4	4.272296291
19850318	0	5.25	4.429077807
19850319	0	4.7	4.389882428
19850320	11.9	3.6	4.468273186
19850321	25.7	0.55	4.625054701
19850322	24.9	0.55	4.31149167
19850323	31.5	1.1	6.97677743
19850324	11.7	0.85	9.014937129
19850325	2.8	1.1	6.859191294
19850326	33	0.55	5.957697581
19850327	12.7	1.1	5.369766898
19850328	10.9	1.65	5.017008489
19850329	10.7	2.2	4.860226974
19850330	25.1	2.2	6.349651369
19850331	10.4	6.95	10.97470607
19850401	0	6.95	13.75757797
19850402	0	7.8	16.30527759
19850403	0	7.5	15.28619774
19850404	0	7.75	12.66010736
19850405	0	8.05	11.09229221
19850406	0	10.25	11.44505062
19850407	0	10.25	12.42493509
19850408	0	9.7	11.68022289
19850409	0	12.5	11.75861365
19850410	0	13.35	12.15056743
19850411	1.5	10.85	10.93551069
19850412	0	12.5	9.759649326
19850413	0	13.35	9.524477053
19850414	0	13.35	10.03401698
19850415	0	12.25	9.916430842
19850416	0	10.55	8.466201825
19850417	0	9.2	6.584823642
19850418	17.3	4.15	5.840111444
19850419	15	3.05	5.408962277
19850420	0.8	3.3	4.821031595
19850421	16.8	3.65	4.546663943
19850422	27.7	5	4.703445459
19850423	21.1	5	9.132523265
19850424	9.9	4.45	7.251145082
19850425	0.5	4.2	6.036088338
19850426	0	5.55	5.369766898
19850427	0	11.4	5.33057152
19850428	1	8.35	5.879306823
19850429	0	11.65	5.99689296
19850430	0	12.2	6.153674475
19850501	0	14.15	7.055168188
19850502	2.3	15	7.721489628
19850503	22.1	6.65	8.113443416
19850504	0	8.05	6.271260611
19850505	0	9.45	5.487353035
19850506	0	11.4	5.134594626
19850507	1	8.9	4.899422353
19850508	0	10.25	4.585859322
19850509	0	10.85	4.350687049
19850510	7.9	6.65	4.193905534
19850511	0	7.5	3.99792864
19850512	0	9.45	3.684365609
19850513	1	11.1	3.684365609
19850514	1.5	8.85	3.801951746
19850515	0	11.95	4.037124019
19850516	0	15	4.938617731
19850517	0	15	5.095399247
19850518	0	16.35	5.252180762
19850519	0	15.55	5.134594626
19850520	0	14.7	4.742640837
19850521	0	16.65	4.429077807
19850522	0	17.5	4.507468564
19850523	0.8	18.35	4.625054701
19850524	0	13.65	4.507468564
19850525	0	16.1	3.958733261
19850526	0	14.7	3.64517023
19850527	0	11.95	3.370802579
19850528	4.8	10.85	3.174825684
19850529	6.1	8.05	3.214021063
19850530	0.5	12.5	2.939653412
19850531	13.5	11.4	3.135630306
19850601	2.5	11.1	3.018044169
19850602	0	15.25	2.900458033
19850603	8.1	13.05	2.822067275
19850604	2	14.7	3.135630306
19850605	6.4	13.05	3.018044169
19850606	45.7	13.65	7.015972809
19850607	20.6	12.75	8.466201825
19850608	0	15.55	7.368731218
19850609	0	15.85	5.487353035
19850610	0	16.65	4.585859322
19850611	0	19.15	3.958733261
19850612	0	19.7	3.527584094
19850613	0	17.8	3.214021063
19850614	0	18.35	2.900458033
19850615	0	18.65	2.66528576
19850616	0	19.15	2.469308866
19850617	0	23.05	2.273331972
19850618	0	25	2.116550456
19850619	0	23.85	1.959768941
19850620	0	20	1.842182805
19850621	0	19.45	1.724596668
19850622	0	18.6	1.607010532
19850623	0	14.45	1.528619774
19850624	0	11.4	1.489424395
19850625	0	15.55	1.411033638
19850626	0	18.9	1.33264288
19850627	0	15.8	1.293447501
19850628	0	17.8	1.215056743
19850629	0	16.65	1.175861365
19850630	0	18.35	1.136665986
19850701	0	20.55	1.097470607
19850702	0	21.1	1.058275228
19850703	0	21.7	1.019079849
19850704	0	21.4	0.979884471
19850705	0	18.35	0.901493713
19850706	0	20.3	0.862298334
19850707	0	21.95	0.823102955
19850708	0	22.25	0.783907576
19850709	0	23.6	0.744712198
19850710	0	21.65	0.705516819
19850711	0	21.7	0.66632144
19850712	0	20.85	0.66632144
19850713	0	20.6	0.627126061
19850714	0	21.1	0.587930682
19850715	0	21.65	0.548735303
19850716	0	20.85	0.548735303
19850717	0	21.65	0.509539925
19850718	0	25	0.509539925
19850719	0	25.8	0.470344546
19850720	0	25.8	0.470344546
19850721	0	21.95	0.431149167
19850722	0	23.1	0.431149167
19850723	0	21.65	0.431149167
19850724	0	20.85	0.431149167
19850725	0	21.7	0.391953788
19850726	0	23.6	0.391953788
19850727	0	22.2	0.352758409
19850728	0	18.05	0.352758409
19850729	0	17.75	0.352758409
19850730	7.1	15.55	0.391953788
19850731	2.3	16.15	0.431149167
19850801	3.3	15.3	0.391953788
19850802	0	19.45	0.391953788
19850803	0	20.3	0.352758409
19850804	0	20.25	0.391953788
19850805	0	19.15	0.470344546
19850806	0	19.15	0.431149167
19850807	8.6	12.8	0.548735303
19850808	5.6	12.25	0.823102955
19850809	0	14.45	0.587930682
19850810	0	15.85	0.509539925
19850811	0	15.6	0.470344546
19850812	0	17.5	0.431149167
19850813	0	21.4	0.431149167
19850814	0	20.55	0.391953788
19850815	0	19.7	0.391953788
19850816	0	21.4	0.391953788
19850817	0	20.85	0.391953788
19850818	2.8	14.7	0.391953788
19850819	0	14.45	0.431149167
19850820	0	14.15	0.431149167
19850821	0	15	0.391953788
19850822	0	16.65	0.352758409
19850823	0	20	0.352758409
19850824	0	20.3	0.352758409
19850825	0	21.4	0.352758409
19850826	0	21.95	0.313563031
19850827	0	18.05	0.313563031
19850828	0	15.3	0.313563031
19850829	0	15	0.313563031
19850830	0	16.15	0.313563031
19850831	0	14.15	0.313563031
19850901	7.1	10.25	0.313563031
19850902	4.8	11.95	0.509539925
19850903	0	14.2	0.391953788
19850904	0	14.75	0.352758409
19850905	9.9	14.7	0.352758409
19850906	9.9	12.2	1.175861365
19850907	1.3	11.1	0.627126061
19850908	0	10.8	0.470344546
19850909	20.3	10.8	0.627126061
19850910	0.8	11.65	0.862298334
19850911	1.8	11.1	0.548735303
19850912	5.3	11.4	0.509539925
19850913	14	11.1	0.66632144
19850914	15.5	10.55	1.293447501
19850915	5.8	10	1.450229016
19850916	9.9	8.85	0.979884471
19850917	10.4	9.75	1.254252122
19850918	0	8.6	1.293447501
19850919	0	10.3	0.901493713
19850920	0	9.75	0.705516819
19850921	0	11.4	0.587930682
19850922	0	9.45	0.548735303
19850923	0	11.1	0.509539925
19850924	0	12.5	0.470344546
19850925	0	13.05	0.431149167
19850926	0	12.5	0.431149167
19850927	0	11.7	0.431149167
19850928	0	10.3	0.391953788
19850929	0	8.35	0.391953788
19850930	0	9.2	0.391953788
19851001	0	9.75	0.391953788
19851002	0	13.05	0.391953788
19851003	0	11.15	0.391953788
19851004	0	11.35	0.391953788
19851005	0	11.4	0.352758409
19851006	0.5	10.85	0.352758409
19851007	8.4	6.95	0.470344546
19851008	0	2.75	0.431149167
19851009	0	2.75	0.352758409
19851010	6.9	6.65	0.391953788
19851011	17	6.65	0.901493713
19851012	4.3	5.3	0.862298334
19851013	0	3.9	0.627126061
19851014	0	5.3	0.509539925
19851015	0	7.5	0.470344546
19851016	0.8	7.5	0.431149167
19851017	0	6.65	0.431149167
19851018	0	6.65	0.431149167
19851019	5.3	6.1	0.470344546
19851020	6.6	7.2	0.470344546
19851021	7.6	4.7	0.627126061
19851022	80.3	6.65	4.037124019
19851023	46	9.15	11.36665986
19851024	10.7	7.5	9.014937129
19851025	16.3	9.15	9.014937129
19851026	0	7.75	5.683329929
19851027	11.7	6.95	3.99792864
19851028	3.8	3.65	4.154710155
19851029	0	3.85	3.253216442
19851030	4.6	4.45	2.822067275
19851031	3.3	4.2	2.626090381
19851101	4.3	7.2	2.508504245
19851102	8.1	10	2.704481139
19851103	0	10	2.66528576
19851104	13	5.55	2.743676517
19851105	5.8	4.45	2.822067275
19851106	11.2	7.25	3.174825684
19851107	32.3	6.65	7.368731218
19851108	20.1	2.75	11.17068296
19851109	26.4	0.55	7.564708112
19851110	0	-1.1	5.487353035
19851111	0	-3.65	4.429077807
19851112	0	-3.9	3.723560988
19851113	0	-3.05	3.253216442
19851114	4.1	-2.2	2.900458033
19851115	51.3	0.55	6.6632144
19851116	21.3	1.4	14.50229016
19851117	21.6	-0.55	10.81792455
19851118	2	-0.55	7.407926597
19851119	13.2	-0.25	5.761720687
19851120	12.2	-1.4	4.97781311
19851121	19.3	-1.95	4.350687049
19851122	3.3	-5.55	3.880342503
19851123	0	-6.65	3.409997957
19851124	0	-4.2	3.174825684
19851125	0	-2.5	2.900458033
19851126	0	-0.55	2.704481139
19851127	0	-1.95	2.547699623
19851128	3.8	-0.55	2.469308866
19851129	0	-2.2	2.31252735
19851130	7.6	-3.35	2.234136593
19851201	33.5	-3.35	2.390918108
19851202	20.3	-0.85	2.822067275
19851203	6.4	1.1	4.97781311
19851204	0	0.55	4.546663943
19851205	12.7	0.55	4.821031595
19851206	38.6	0.85	11.91539516
19851207	25.7	0.55	16.30527759
19851208	2.5	-0.3	11.87619978
19851209	0	-1.4	8.231029552
19851210	0	-1.4	6.153674475
19851211	0	-3.9	5.095399247
19851212	0	-3.3	4.429077807
19851213	0	-2.5	3.880342503
19851214	0	-2.5	3.488388715
19851215	0	-0.55	3.214021063
19851216	0	-0.55	3.096434927
19851217	0	1.15	3.096434927
19851218	0	0.55	3.566779473
19851219	0	0.85	4.037124019
19851220	0	-0.55	4.31149167
19851221	0	-0.25	4.389882428
19851222	0	0.25	4.429077807
19851223	0	1.35	4.585859322
19851224	0	3.35	4.742640837
19851225	0	2.25	4.742640837
19851226	0	0.8	4.507468564
19851227	0	0	4.115514776
19851228	0	0.55	3.723560988
19851229	0	-0.55	3.409997957
19851230	0	-0.25	3.135630306
19851231	13.7	2.2	3.018044169
19860101	34.8	2.5	6.898386672
19860102	24.6	1.65	6.31045599
19860103	5.6	1.35	6.624019021
19860104	8.4	0.85	5.683329929
19860105	16.8	3.9	6.192869854
19860106	5.3	2.5	7.015972809
19860107	0	3.05	5.879306823
19860108	15.2	5	5.722525308
19860109	17	6.65	8.97574175
19860110	4.3	4.45	8.544592583
19860111	0	3.05	7.015972809
19860112	0	3.9	5.918502202
19860113	0	5	5.408962277
19860114	0.8	5	5.017008489
19860115	21.3	4.2	5.212985383
19860116	48.5	5.3	11.64102751
19860117	6.1	4.15	14.89424395
19860118	5.1	6.65	11.2882691
19860119	18.8	5.85	10.93551069
19860120	4.1	1.65	9.64206319
19860121	1.8	2.2	7.839075764
19860122	43.2	3.35	9.877235463
19860123	26.7	3.6	14.93343933
19860124	0	1.9	12.54252122
19860125	0	3.55	9.64206319
19860126	0	4.05	7.682294249
19860127	12.2	4.85	7.133558945
19860128	1	7.2	7.447121976
19860129	20.1	7.25	7.447121976
19860130	2	7.8	7.917466522
19860131	1.5	6.65	7.015972809
19860201	3.8	5.55	6.6632144
19860202	9.1	5.3	6.271260611
19860203	12.7	4.2	6.075283717
19860204	14.2	4.45	5.879306823
19860205	6.6	1.95	5.761720687
19860206	0	0.85	5.408962277
19860207	0	-0.85	4.97781311
19860208	0	-1.35	4.546663943
19860209	0	-0.55	4.115514776
19860210	0	-0.55	3.801951746
19860211	12.2	1.1	3.605974852
19860212	36.8	0	3.99792864
19860213	17.3	1.65	6.388846748
19860214	16.5	1.95	8.818960235
19860215	18	3.9	10.66114304
19860216	52.1	5.3	24.92826093
19860217	45.5	4.15	43.1149167
19860218	38.9	1.35	26.22170843
19860219	4.1	1.65	16.34447297
19860220	28.2	1.4	12.34654433
19860221	70.9	1.95	16.18769145
19860222	103.1	4.45	66.632144
19860223	60.7	7.25	82.31029552
19860224	0	9.45	41.15514776
19860225	23.1	7.5	26.06492692
19860226	0	8.9	21.12630918
19860227	0	9.2	16.61884062
19860228	0	8.05	12.85608425
19860301	0.5	7.8	9.798844705
19860302	0	6.15	6.6632144
19860303	0	7.5	5.879306823
19860304	0	8.6	5.095399247
19860305	0	8.6	4.703445459
19860306	5.3	9.2	4.703445459
19860307	37.6	8.05	8.622983341
19860308	19.3	5.25	8.231029552
19860309	6.6	5	7.839075764
19860310	9.1	5.8	7.055168188
19860311	18.5	6.95	7.447121976
19860312	10.2	4.7	7.839075764
19860313	15.5	3.6	7.055168188
19860314	0	2.8	6.271260611
19860315	0.5	4.7	5.487353035
19860316	1.5	3.85	4.703445459
19860317	5.1	4.75	4.31149167
19860318	0	7.2	3.919537882
19860319	0	6.4	3.527584094
19860320	0	8.3	3.527584094
19860321	5.8	6.1	3.723560988
19860322	0	5.25	3.919537882
19860323	31.8	6.9	5.879306823
19860324	10.4	5.25	8.622983341
19860325	0	6.7	7.055168188
19860326	0	10.3	6.271260611
19860327	0	11.1	5.487353035
19860328	0	11.7	4.703445459
19860329	0	10.3	4.31149167
19860330	2.3	6.4	3.919537882
19860331	0	6.95	3.527584094
19860401	14.2	4.7	3.3316072
19860402	1.5	5.25	3.135630306
19860403	0	5.3	2.97884879
19860404	0	6.95	2.861262654
19860405	0	7.2	2.66528576
19860406	0	10.55	2.508504245
19860407	0	10.3	2.390918108
19860408	0	7.8	2.351722729
19860409	0	9.45	2.273331972
19860410	0	7.8	2.194941214
19860411	11.2	3.6	2.116550456
19860412	19.6	3.9	2.31252735
19860413	4.1	4.45	2.430113487
19860414	0	5.8	2.31252735
19860415	6.1	7.25	2.430113487
19860416	20.6	5.8	3.018044169
19860417	7.9	5.55	3.64517023
19860418	0	6.4	3.684365609
19860419	0	9.45	3.566779473
19860420	0	13.6	3.919537882
19860421	0	15.8	4.115514776
19860422	1.5	7.8	3.801951746
19860423	0	3.6	3.253216442
19860424	8.4	4.15	2.939653412
19860425	23.4	4.2	3.253216442
19860426	21.8	5.55	3.449193336
19860427	23.1	6.95	9.250109402
19860428	7.1	5.8	10.19079849
19860429	5.1	5	7.956661901
19860430	0	6.4	6.741605157
19860501	2	9.2	6.075283717
19860502	18.3	9.2	6.467237505
19860503	3.3	6.35	6.584823642
19860504	12.4	7.75	5.918502202
19860505	17.8	4.45	6.898386672
19860506	1.3	6.15	6.624019021
19860507	0	8.1	5.918502202
19860508	0	10.25	5.291376141
19860509	4.6	7.2	4.781836216
19860510	22.4	4.2	4.821031595
19860511	7.6	5.3	4.938617731
19860512	0	10.8	4.899422353
19860513	7.1	7.25	5.448157656
19860514	0	8.35	5.173790004
19860515	0	10.25	4.585859322
19860516	0	11.65	4.154710155
19860517	0	15.85	3.841147124
19860518	0	15	3.605974852
19860519	2.3	15.55	3.3316072
19860520	9.1	8.3	3.488388715
19860521	10.7	7.25	3.605974852
19860522	0	10.25	3.527584094
19860523	0	14.2	3.253216442
19860524	0	17.2	2.97884879
19860525	0	20.55	2.782871896
19860526	0	21.15	2.626090381
19860527	0	19.75	2.469308866
19860528	0	20.25	2.273331972
19860529	0	21.4	2.155745835
19860530	0	25	2.038159699
19860531	0	25.3	1.920573562
19860601	0	24.45	1.802987426
19860602	0	20.55	1.724596668
19860603	0	18.9	1.64620591
19860604	0	18.35	1.567815153
19860605	0	17.75	1.528619774
19860606	0	14.45	1.489424395
19860607	0	12.5	1.411033638
19860608	0	14.45	1.371838259
19860609	0	17.5	1.33264288
19860610	0	21.65	1.254252122
19860611	0	23.05	1.215056743
19860612	0	22.25	1.175861365
19860613	0	22.8	1.097470607
19860614	0.5	14.45	1.097470607
19860615	0	15.25	1.097470607
19860616	0	13.1	1.058275228
19860617	5.1	13.6	1.097470607
19860618	7.1	10.55	1.254252122
19860619	0	13.9	1.097470607
19860620	0	13.9	1.019079849
19860621	0	16.7	0.979884471
19860622	0	20.3	0.940689092
19860623	0	21.95	0.901493713
19860624	0	22.25	0.901493713
19860625	0	20.85	0.862298334
19860626	0	20.3	0.823102955
19860627	0	19.75	0.823102955
19860628	0	15.25	0.783907576
19860629	0	17.2	0.783907576
19860630	0	18.6	0.783907576
19860701	0	20.3	0.744712198
19860702	0.5	16.35	0.744712198
19860703	3	16.4	0.783907576
19860704	25.4	9.75	1.254252122
19860705	0	14.45	0.979884471
19860706	0	16.65	0.823102955
19860707	0	16.1	0.783907576
19860708	0	20	0.744712198
19860709	0	15.3	0.705516819
19860710	6.4	14.45	0.783907576
19860711	0	17.25	0.783907576
19860712	0	18.1	0.744712198
19860713	0	16.7	0.705516819
19860714	0	15	0.66632144
19860715	0	12.5	0.66632144
19860716	3	12.5	0.66632144
19860717	0	13.05	0.705516819
19860718	0	13.35	0.66632144
19860719	0	19.45	0.627126061
19860720	0	21.1	0.627126061
19860721	0	21.4	0.587930682
19860722	0	19.75	0.587930682
19860723	0	18.1	0.587930682
19860724	0	18.9	0.587930682
19860725	0	18.3	0.548735303
19860726	0	17.5	0.548735303
19860727	0	17.75	0.548735303
19860728	0	17.75	0.548735303
19860729	0	19.45	0.548735303
19860730	0	17.8	0.509539925
19860731	0	20.25	0.509539925
19860801	0	22.5	0.509539925
19860802	0	21.65	0.509539925
19860803	0	23.3	0.509539925
19860804	0	20.55	0.509539925
19860805	0	20	0.470344546
19860806	0	21.95	0.509539925
19860807	0	23.3	0.470344546
19860808	0	24.45	0.470344546
19860809	0	23.85	0.470344546
19860810	0	22.5	0.470344546
19860811	0	20.3	0.470344546
19860812	0	20	0.470344546
19860813	0	20.55	0.470344546
19860814	0	22.5	0.470344546
19860815	0	21.65	0.431149167
19860816	0	17.5	0.431149167
19860817	0	19.4	0.431149167
19860818	0	19.7	0.431149167
19860819	0	19.15	0.431149167
19860820	0	19.7	0.431149167
19860821	0	20.25	0.431149167
19860822	0	17.8	0.431149167
19860823	0	19.15	0.431149167
19860824	0	17.25	0.431149167
19860825	0	20.3	0.391953788
19860826	0	21.7	0.391953788
19860827	0	21.4	0.391953788
19860828	0	20	0.391953788
19860829	0	17.5	0.391953788
19860830	0	16.1	0.431149167
19860831	0	16.1	0.431149167
19860901	0	16.9	0.431149167
19860902	0	18.9	0.391953788
19860903	0	19.2	0.391953788
19860904	0	19.75	0.391953788
19860905	0	18.9	0.391953788
19860906	0	20.55	0.391953788
19860907	0	17.5	0.391953788
19860908	0	16.4	0.391953788
19860909	6.4	13.05	0.431149167
19860910	0	12.75	0.431149167
19860911	0	13.05	0.431149167
19860912	0	10.55	0.391953788
19860913	0	11.4	0.391953788
19860914	4.8	10	0.391953788
19860915	13.2	10.55	0.548735303
19860916	7.6	10.25	0.627126061
19860917	34.5	9.75	0.901493713
19860918	2.5	10.55	1.136665986
19860919	15.2	11.1	0.627126061
19860920	7.6	10	0.862298334
19860921	0	10.55	0.627126061
19860922	0	9.15	0.548735303
19860923	35.6	8.65	0.901493713
19860924	28.2	7.5	2.97884879
19860925	55.4	6.95	5.33057152
19860926	38.4	5.55	9.602867811
19860927	5.1	7.8	5.722525308
19860928	0.3	8.65	3.488388715
19860929	10.9	8.9	2.626090381
19860930	0	9.45	2.351722729
19861001	0	7.5	1.920573562
19861002	0	6.1	1.607010532
19861003	0	8.6	1.371838259
19861004	0	9.7	1.215056743
19861005	0	11.15	1.097470607
19861006	0	11.95	0.979884471
19861007	0	11.4	0.901493713
19861008	0	10.3	0.823102955
19861009	0	10.3	0.783907576
19861010	0	9.75	0.744712198
19861011	0	8.05	0.705516819
19861012	0	8.05	0.66632144
19861013	0	8.6	0.627126061
19861014	0	8.6	0.627126061
19861015	0	9.2	0.587930682
19861016	0	8.35	0.587930682
19861017	1.5	8.35	0.587930682
19861018	2.3	8.9	0.587930682
19861019	0	8.85	0.548735303
19861020	0	8.35	0.548735303
19861021	0	8.6	0.509539925
19861022	0	9.45	0.509539925
19861023	1	9.7	0.509539925
19861024	0	10.25	0.509539925
19861025	2.5	13.05	0.509539925
19861026	16.5	11.65	0.548735303
19861027	19.8	10.3	1.371838259
19861028	0	8.9	1.019079849
19861029	19.6	8.05	0.940689092
19861030	30.5	8.3	2.626090381
19861031	10.4	8.9	4.703445459
19861101	0	6.65	3.135630306
19861102	0	6.1	2.194941214
19861103	0	6.4	1.763792047
19861104	0	7.25	1.489424395
19861105	4.8	6.1	1.33264288
19861106	12.7	5.55	1.489424395
19861107	25.4	3.35	2.66528576
19861108	7.9	4.45	2.782871896
19861109	21.1	4.45	4.037124019
19861110	0	3.05	4.429077807
19861111	0	5.25	3.3316072
19861112	0	4.45	2.861262654
19861113	8.9	4.45	2.626090381
19861114	6.1	6.1	3.3316072
19861115	0	7.9	2.743676517
19861116	26.4	7.9	2.939653412
19861117	15.5	5.05	8.97574175
19861118	30.7	6.1	9.210914023
19861119	7.9	7.2	12.73849812
19861120	49.8	6.1	13.36562418
19861121	56.9	3.6	20.26401085
19861122	47	3.05	24.92826093
19861123	9.1	5	22.53734282
19861124	11.9	3.9	20.42079237
19861125	0.5	1.95	15.28619774
19861126	43.4	4.45	14.77665782
19861127	65.8	5	28.84779881
19861128	19.3	3.6	32.96331359
19861129	0	1.65	19.95044782
19861130	0	1.4	13.3264288
19861201	0	1.95	9.759649326
19861202	0	2.8	7.564708112
19861203	0	2.5	6.153674475
19861204	2.5	3.35	5.33057152
19861205	3.3	4.2	4.742640837
19861206	0	2.2	4.154710155
19861207	0	0.25	3.64517023
19861208	0	0.8	3.253216442
19861209	0	-0.15	2.939653412
19861210	0	-1.2	2.704481139
19861211	10.9	-0.95	2.508504245
19861212	0	1.65	2.586895002
19861213	23.9	4.1	3.253216442
19861214	1.5	3.85	3.801951746
19861215	0	1.7	3.292411821
19861216	0	-0.7	2.939653412
19861217	0	1.4	2.704481139
19861218	9.4	0.85	2.586895002
19861219	0	3.35	2.547699623
19861220	0	1.4	2.351722729
19861221	0	4.15	2.234136593
19861222	14.5	4.45	2.390918108
19861223	14.7	4.45	3.488388715
19861224	6.9	3.3	3.3316072
19861225	13.5	1.95	3.214021063
19861226	4.8	5	4.389882428
19861227	0	1.35	4.115514776
19861228	0	0.85	3.64517023
19861229	21.6	3.65	3.841147124
19861230	0.5	1.65	4.076319397
19861231	6.9	2.8	3.841147124
19870101	61.7	1.95	8.427006446
19870102	1.3	1.1	9.602867811
19870103	19.3	3.05	10.15160311
19870104	4.1	2.5	9.054132508
19870105	0	1.4	7.251145082
19870106	0	0	5.918502202
19870107	0	-1.65	5.017008489
19870108	0	-2.8	4.31149167
19870109	0	-2.5	3.841147124
19870110	0	0.25	3.409997957
19870111	0	0.85	3.174825684
19870112	23.1	0.55	3.253216442
19870113	11.7	0.3	3.174825684
19870114	9.7	-1.4	3.174825684
19870115	0	-4.75	2.900458033
19870116	0	-5.25	2.66528576
19870117	0	-3.35	2.469308866
19870118	0	-1.65	2.351722729
19870119	0	-1.7	2.234136593
19870120	0	-1.35	2.116550456
19870121	0	-0.25	2.038159699
19870122	2.3	0.85	2.038159699
19870123	14.2	1.95	2.234136593
19870124	37.8	1.95	5.604939171
19870125	43.4	2.8	12.0329813
19870126	10.4	4.45	16.30527759
19870127	13.7	5	14.26711789
19870128	9.9	3.05	12.5817166
19870129	0.5	3.9	10.34758001
19870130	4.8	2.75	8.622983341
19870131	64.3	2.1	14.50229016
19870201	42.9	4.35	23.1252735
19870202	6.1	4.25	21.91021676
19870203	0.5	6.15	15.83493304
19870204	0	4.75	11.64102751
19870205	0	5	9.132523265
19870206	0	5.6	7.721489628
19870207	0	4.7	6.937582051
19870208	0	6.1	6.271260611
19870209	0	6.4	5.800916065
19870210	0	8.05	5.408962277
19870211	5.6	4.75	5.565743793
19870212	16.8	3.9	5.095399247
19870213	36.1	5	7.211949703
19870214	5.1	3.9	7.799880385
